User,Message,Sentiment
ขนมตาล ป.,"ฟังก์ชั่น:การปรับระดับต่างๆสามารถเข้าใจง่าย รีโมทบลูทูธดีสุดๆ
 คุณภาพ:10/10 ไม่หัก 
 วัสดุ:ตัวสินค้าดูแข็งแรง ทนทาน
ทางร้านส่งของไวไปไหมคะ  ตกใจค่ะ  😆😆
สั่งเมื่อวาน ได้รับของเช้าวันนี้ การขนส่งรวดเร็ว การแพ็คสินค้าดีมากค่ะ ♥️📷",Positive
****4,ดีมาก แข็งแรง ใช้งานเริ่ด รีโมทก็ใช้ได้ แนะนำจ้า 🥺✨🥺💗💗💗✨✨✨✨✨💗💗✨✨✨✨💗✨✨✨✨✨✨✨✨✨✨,Positive
ทวีศักดิ์ ส.,แข็งแรง ทนทาน เกินราคา แนะนำเลยครับ รีโมทใช้งานง่าย เชื่อมบลูทูธใช้ได้เลย ปรับได้หลายระดับ โดยรวมโอเค,Positive
*******216,"ฟังก์ชั่น:ก้อโอเคนะกับราคานึ้
 คุณภาพ:ก้อจัดว่าสมเหตุสมผลค่อนข้างมีน้ำหนักอยู่พอสมควร
 วัสดุ:เป็นเหล็กมิเนียมผสมพลาสติกแข็งจัดว่าดีมากแต่ต้องมาแต่งนิดนึงสำหรับสายสตูดิโอต้องเอายางรองแผ่นที่ถอดออกมาเสริมไห้รับน้ำหนักได้มากขึ้นจุดที่ชี้ไห้ดูนั่นละครับต้องมารองนิดนึงเพื่อไม่ไห้เอียงซ้ายเวลาไส่อ๊อฟชั่นเสริมมันจะไม่เอียงมันจะตรงพอดีถ้าไครไส่แค่ของเบาๆไม่ต้องไปรองมันก้อได้ครับ☺️☺️☺️",Positive
Daow651,ดีค่ะดูแข็งแรงดีสมราคา...........................................................,Positive
Prathai Y.,ดีครับ ชอบๆ,Positive
ป***.,ได้รับสินค้าครบถ้วน ราคาไม่แพง งานดีมากๆๆๆๆๆๆจัดส่งสินค้ารวดเร็วทันใจ เเพคสินค้ามาดี,Positive
บัณฑิต ท.,สินค้าตรงปก ส่งสินค้าเร็วมาก หีบห่อบรรจุภัณฑ์มีกันกระแทก สถาพสินค้าสมบูรณ์ วัสดุอุปกรณ์ดูแข็งแรงดี,Positive
นงค์นุช ส.,ขนส่งเร็ว ใช้งานได้ดีชอบมากค่ะ,Positive
A***.,ดีมากๆเลยคะ ชอบ แน่ะนำร้านนี้เลยคะ👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,Positive
M***i,"คุณภาพ:  ดี
 วัสดุ:  ดี
 ฟังก์ชั่น:  ดี
 ดีครับแข็งแรง  ดีครับแข็งแรง  ดีครับแข็งแรง  ดีครับแข็งแรง  ดีครับแข็งแรง  ดีครับแข็งแรง  ดีครับแข็งแรง  ดีครับแข็งแรง",Positive
Jack,ของดีมากราคาไม่แพงถูกใจสุดๆๆๆๆๆครับ,Positive
อำพวัน​ เ.,"ฟังก์ชั่น:ดีตรับ
 คุณภาพ:สุุดยอดครับสมกับราคาครับ
 วัสดุ:แข็งแรงครับ👌👍👍👍",Positive
กรภัทร ไ.,"คุณภาพ:ดี
 ฟังก์ชั่น:ครบ
 วัสดุ:ดี",Positive
สมโชค ส.,คุณภาพเกินราคา วัสดุเป็นพลาสติก แต่ดูแข็งแรง ส่วนความทนทานขอลองใช้ซักระยะก่อน ร้านแพ็คสินค้ามาดี,Positive
อำพวัน​ เ.,"คุณภาพ:ผมบอกด้ายเลยครับไม่ผิดหวังถ้ามีสิบดาวผมยกหั้ยเลยครับชอบมากครับผมจะสั้่งอีกตัวครับ
 วัสดุ:แข็งแรง
 ฟังก์ชั่น:สุดยอด",Positive
sakda B.,สินค้าคุณภาพดีแข็งแรง ใช้งานง่าย โดยส่วนตัวชอบครับ,Positive
0***8,"วัสดุ: 
แข็งแรง คุ้มค่าคุ้มราคามากค่ะ",Positive
น***.,คุณภาพดีส่งไวมากราคาถูกของไม่เข้าใจนะคะ แนะนำเลยถ้าใครจะสั่ง ดีมากเลยค่ะ เราจะสั่งไว้อีก,Positive
Kanpitcha T.,"วัสดุ:ค่อนข้างเบาแต่แข็งแรงมั่นคง

 ฟังก์ชั่น:ใช้งานสะดวกตรงใจมาก ใช้ง่าย 
 คุณภาพ:ถือว่าคุ้มมากๆในราคานี้ มีกระเป๋าพกพาสะดวก",Positive
Ball B.,คุณภาพเกินราคา ถูกใจมากมาย ครับ ดีดีๆๆ,Positive
อุดมทรัพย์ ส.,ได้รับสินค้าแล้วครับ คุณภาพต้องใช้งานดู ไม่มีที่จับโทรศัพท์มือถือ สงสัยต้องได้ซื้อเพิ่ม,Positive
guest,ได้รับสินค้าแล้ววัสดุดีมากๆอุปกรณ์​ครบทุกอย่างตรงปกแะฝพ็คสินค้าดีมากๆชอบมากๆๆจ้า,Positive
0***8,คุณภาพ:ใช้ดีเลยบอกเพื่อนซื้อตาม,Positive
นายวิวัฒน์ จ.,วัสดุ:ผ่านครับ มีน้ำหนักไม่หลวมเเหมือนอันก่อนหน้านี้ที่อันละ100 หลวมเมือรขาจะหักเลย แถมเบาด้วย อันนี้แข็งแรงมีน้ำหนักทถือว่าดีครับ สำหรับราตาประมาณนี้,Positive
กมล ค.,"ดีมากครับ ตกปก ใช้งานง่าย
 ฟังก์ชั่น:ดี
 คุณภาพ:เยี่ยม
 วัสดุ:โอเค
ส่งของเร๊วมาก ดีมากเลยครับรับสำหรับการใช้งานเยี่ยม",Positive
6***2,ได้รับขาตั้งกล้องแล้ว แพ็คมาอย่างดี สินค้าคุณภาพดีเยี่่นมค่ะ แข็งแรง ส่งเร็วมาก ขอบคุณมากค่ะ,Positive
ยงยุทธ​ น.,ฟังก์ชั่น:เรียบร้อย  ปรับแต่งงานได้เรียบร้อย ประกอบง่ายใช้งานได้จริง มีที่จับระดับน้ำมาให้ด้วย,Positive
สุดารัตน์ ช.,ใช้ได้ดีดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดด,Positive
สราวุธ โ.,"ไม่ได้รีโมทบลูทูธมา
ต้องเสียเงินซื้อเพิ่มอีก 60 บาท
ขนาดสั่งแบบว่าเอาแบบมีรีโมทบลูทูธมาด้วยนะ
แต่ไม่ได้ให้มา",Positive
ศศิวิมล ต.,ดีมากค่ะ,Positive
Pramot P.,ดีครับ,Positive
อรรถพล เ.,ดีมากๆ,Positive
คำตัน เ.,"มาพร้อมรีโมทบลูทูธ, สามารถปรับความสูงได้สูงสุดถึง 1.70 เมตร, ขาตั้งกล้องที่หลากหลายและสามารถปรับได้,",Positive
L***.,สินค้าคุ้มค่าคุ้มราคามากๆค่ะ ราคาดีมาก วัสดุดีเกินราคา ใช้งานดี ใข้งานง่าย แพ็คมาอย่างดีเลยค่ะ,Positive
ศิริยาพร จ.,สวยตรงปก แข็งแรงทนทาน ราคาไม่แพง แนะนำค่ะ,Positive
0***4,"วัสดุโลหะที่แข็งแรงและทนทาน, วัสดุโลหะที่แข็งแรงและทนทาน, เพิ่มทักษะการถ่ายภาพของคุณ,",Positive
จิรพรรณ จ.,ได้รับแต่ยังไม่รู้ว่าจะใช้รีโมทยูทูปได้ไหม,Positive
อ***.,"ขาตั้งกล้องที่หลากหลายและสามารถปรับได้, การออกแบบที่สวยงามและทันสมัย, วัสดุโลหะที่แข็งแรงและทนทาน, ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง,",Positive
9***3,"สะดวกสำหรับการเดินทางและการควบคุมระยะไกล, วัสดุโลหะที่แข็งแรงและทนทาน,",Positive
Aek S.,ได้ของเร็วดีสินค้าแพ็คดีแนะนำคับร้านนี้,Positive
ธนกฤต บ.,"ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง,",Positive
8***0,ขาต้องกล้องแข็งแรงมาก คุ้มราคา,Positive
Beam P.,"คุณภาพ:ดีมากสมราคา
 วัสดุ:วัสดุดูแข็งแรงอยู่น่าจะใช้ได้นาน",Positive
i***w,"ขาตั้งกล้องระดับมืออาชีพ, วัสดุโลหะที่แข็งแรงและทนทาน, การออกแบบที่สวยงามและทันสมัย,",Positive
swt P.,คุณภาพ:  ดี,Positive
Supak C.,ดีมากครับ....ผมสั่งซื้อใช้งานเป็นครั้งที่สองแล้วครับ...ชิ้นแรกยังใช้งานดีมากครับ,Positive
พระมหา จ.,"ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง, ขาตั้งกล้องที่หลากหลายและสามารถปรับได้,",Positive
พัชราภรณ์ ท.,คุณภาพ:แข็งแรงดีมากๆค่ะ ซื้ออีกแน่นอน,Positive
*******795,เหมาะสมกับราคาครับ,Positive
0***9,ไม่ตรงปก ไม่มีรีโมทบูทูธ ไม่มีดีอะไรเลย แย่จริงๆ,Positive
phrayoon O.,สนค้าสมบูรณ์,Positive
นัฐพร ข.,ดีมากไปครับ,Positive
ไกรศร ท.,"ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง, ขาตั้งกล้องที่หลากหลายและสามารถปรับได้, มาพร้อมรีโมทบลูทูธ, วัสดุโลหะที่แข็งแรงและทนทาน,",Positive
Suwan M.,"ใช้งานได้ดีเหมาะสมกับราคาส่งไวมาก รวมแล้วดี
 คุณภาพ:ดี

 วัสดุ:ใช้ได้",Positive
Preechar Y.,ดีครับคุณภาพใช้ได้สมราคา,Positive
*******853,"สินค้าตรงปกค่ะ
ส่งเร็ว",Positive
Ananchai J.,ได้รับของแล้ว แข็งแรง คุณภาพดี,Positive
พระเนตร,ดีสะดวกมาก,Positive
*******119,คุณภาพ:ดีราคาถูก  ร้านนี้ขายของตรงปก  ำม่แหกตาเหมือนร้านอื่นไครับ  ประทับใจ,Positive
นายบุญเลิศ โ.,ส่งไว ใช้ได้ดี,Positive
ไผ่99,ใช้ได้ครับ,Positive
0***9,ใช้ดีมากแข็งแรงแนะนำร้านนี้เลยจร้า,Positive
Sudkanung,ใช้ได้ดี รูปทรงสวยงาม ตรงตามภาพที่นำเสนอ ชอบบบบบบบบบบ แล้วจะซื้ออีก ครั้งต่อไป ขอรับรอง,Positive
0***4,"สะดวกสำหรับการเดินทางและการควบคุมระยะไกล, สะดวกสำหรับการเดินทางและการควบคุมระยะไกล,",Positive
ขจรศักดิ์ เ.,ขาตั้งกล้องที่หลากหลายและสามารถปรับได้ง่ายต่อการพกพาและเหมาะสำหรับการเดินทางขาตั้งกล้องระดับมืออาชีพ,Positive
น***.,คุณภาพ:ดีครับ,Positive
**sorarat_thapho**,"ขาตั้งกล้องระดับมืออาชีพ,",Positive
ป ภ.,สินค้ามีคุณภาพตรงปก ส่งของเร็ว ขอบคุณมาก สินค้ามีคุณภาพตรงปก ส่งของเร็ว ขอบคุณมาก สินค้ามีคุณภาพตรงปก ส่งของเร็ว ขอบคุณมาก,Positive
J***.,"วัสดุ:ดี สมราคา
 คุณภาพ:ดี",Positive
อริยะ ส.,ได้รับของแล้วคุณภาพดีครับ,Positive
อัญชิสา เ.,สินค้าดีค่ะตรงปก และแข็งแรงค่ะ,Positive
**sorarat_thapho**,"ขาตั้งกล้องระดับมืออาชีพ,",Positive
ป ภ.,สินค้ามีคุณภาพตรงปก ส่งของเร็ว ขอบคุณมาก สินค้ามีคุณภาพตรงปก ส่งของเร็ว ขอบคุณมาก สินค้ามีคุณภาพตรงปก ส่งของเร็ว ขอบคุณมาก,Positive
J***.,"วัสดุ:ดี สมราคา
 คุณภาพ:ดี",Positive
อริยะ ส.,ได้รับของแล้วคุณภาพดีครับ,Positive
อัญชิสา เ.,สินค้าดีค่ะตรงปก และแข็งแรงค่ะ,Positive
Jariyaphon,"ขาตั้งกล้องที่หลากหลายและสามารถปรับได้, ขาตั้งกล้องระดับมืออาชีพ, เพิ่มทักษะการถ่ายภาพของคุณ, มาพร้อมรีโมทบลูทูธ, สามารถปรับความสูงได้สูงสุดถึง 1.70 เมตร, สามารถปรับความสูงได้สูงสุดถึง 1.70 เมตร,",Positive
BBshop,ได้เห็น และได้ส้มผัสเนื้อสินค้า ประทับใจมากครับ,Positive
0***5,สินค้าคุณภาพดีครับส่งไวมาก,Positive
6***5,รับสินค้าแล้วครับ,Positive
Panupong N.,"ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง,",Positive
Thanomwan N.,คุณภาพดี ใช้ได้ค่ั มีความแข็งแรงดี,Positive
สุริยัน บ.,"การออกแบบที่สวยงามและทันสมัย, มาพร้อมรีโมทบลูทูธ, ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง, เพิ่มทักษะการถ่ายภาพของคุณ,",Positive
a***t,ใช้งานดีมาก  คุ้มราคา,Positive
นนทวัฒน์ จ.,วัสดุแข็งแรง จัดส่งรวดเร็วทีแรกก็ทำเอาลุ้นเพราะสั่งช่วงปีใหม่,Positive
ก***.,ห่อมาดีมาก อุปกรณ์ครบ แข็งแรง ใช้งานได้จริง คุ้มค่าคุ้มราคา ร้านตอบไว แนะนำร้านนี้เลยครับ,Positive
J***.,"คุณภาพ:  เกินราคาเลยครับ ได้มาในราคา 250฿
 วัสดุ:  ดีมากเดินราคา 
 ฟังก์ชั่น:  ดี
คุณภาพสินค้าเกินราคาแน่นอนครับ",Positive
เปียนุช แ.,ดีมาก ดีที่สุดคุ้มค่ามาก ไม่ผิดหวัง แนะนำเลยร้านนี้,Positive
สุทธิพงศ์ ช.,ดีมาก สินค้า,Positive
น***.,"ขาตั้งกล้องระดับมืออาชีพ,",Positive
พลัฎฐ์ ย.,ดีมากครับ,Positive
Danica A.,"สามารถปรับความสูงได้สูงสุดถึง 1.70 เมตร, ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง, ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง, เพิ่มทักษะการถ่ายภาพของคุณ, มาพร้อมรีโมทบลูทูธ,",Positive
0***1,"วัสดุโลหะที่แข็งแรงและทนทาน, วัสดุโลหะที่แข็งแรงและทนทาน, มาพร้อมรีโมทบลูทูธ, ขาตั้งกล้องที่หลากหลายและสามารถปรับได้, สามารถปรับความสูงได้สูงสุดถึง 1.70 เมตร,",Positive
ผกาวดี เ.,"วัสดุ:ดีมาก
 คุณภาพ:สมราคา
 ฟังก์ชั่น:ครบถ้วน",Positive
*******826,คุ้มค่ามากค่ะ,Positive
